2.000000000000000000e+01,6.700000000000000000e+01
3.400000000000000000e+01,5.400000000000000000e+01
3.400000000000000000e+01,7.600000000000000000e+01
4.800000000000000000e+01,6.500000000000000000e+01
6.200000000000000000e+01,5.200000000000000000e+01
6.200000000000000000e+01,7.400000000000000000e+01
7.600000000000000000e+01,6.300000000000000000e+01
2.000000000000000000e+01,1.150000000000000000e+02
3.400000000000000000e+01,1.020000000000000000e+02
3.400000000000000000e+01,1.240000000000000000e+02
4.800000000000000000e+01,1.130000000000000000e+02
6.200000000000000000e+01,1.000000000000000000e+02
6.200000000000000000e+01,1.220000000000000000e+02
7.600000000000000000e+01,1.110000000000000000e+02
2.000000000000000000e+01,1.630000000000000000e+02
3.400000000000000000e+01,1.500000000000000000e+02
3.400000000000000000e+01,1.720000000000000000e+02
4.800000000000000000e+01,1.610000000000000000e+02
6.200000000000000000e+01,1.480000000000000000e+02
6.200000000000000000e+01,1.700000000000000000e+02
7.600000000000000000e+01,1.590000000000000000e+02
2.000000000000000000e+01,2.110000000000000000e+02
3.400000000000000000e+01,1.980000000000000000e+02
3.400000000000000000e+01,2.200000000000000000e+02
4.800000000000000000e+01,2.090000000000000000e+02
6.200000000000000000e+01,1.960000000000000000e+02
6.200000000000000000e+01,2.180000000000000000e+02
7.600000000000000000e+01,2.070000000000000000e+02
2.000000000000000000e+01,2.590000000000000000e+02
3.400000000000000000e+01,2.460000000000000000e+02
3.400000000000000000e+01,2.680000000000000000e+02
4.800000000000000000e+01,2.570000000000000000e+02
6.200000000000000000e+01,2.440000000000000000e+02
6.200000000000000000e+01,2.660000000000000000e+02
7.600000000000000000e+01,2.550000000000000000e+02
2.000000000000000000e+01,3.070000000000000000e+02
3.400000000000000000e+01,2.940000000000000000e+02
3.400000000000000000e+01,3.160000000000000000e+02
4.800000000000000000e+01,3.050000000000000000e+02
6.200000000000000000e+01,2.920000000000000000e+02
6.200000000000000000e+01,3.140000000000000000e+02
7.600000000000000000e+01,3.030000000000000000e+02
2.000000000000000000e+01,3.550000000000000000e+02
3.400000000000000000e+01,3.420000000000000000e+02
3.400000000000000000e+01,3.640000000000000000e+02
4.800000000000000000e+01,3.530000000000000000e+02
6.200000000000000000e+01,3.400000000000000000e+02
6.200000000000000000e+01,3.620000000000000000e+02
7.600000000000000000e+01,3.510000000000000000e+02
2.000000000000000000e+01,4.030000000000000000e+02
3.400000000000000000e+01,3.900000000000000000e+02
3.400000000000000000e+01,4.120000000000000000e+02
4.800000000000000000e+01,4.010000000000000000e+02
6.200000000000000000e+01,3.880000000000000000e+02
6.200000000000000000e+01,4.100000000000000000e+02
7.600000000000000000e+01,3.990000000000000000e+02
