2.000000000000000000e+01,9.700000000000000000e+01
3.100000000000000000e+01,8.500000000000000000e+01
3.100000000000000000e+01,1.050000000000000000e+02
4.300000000000000000e+01,9.500000000000000000e+01
5.400000000000000000e+01,8.300000000000000000e+01
5.400000000000000000e+01,1.030000000000000000e+02
6.600000000000000000e+01,9.300000000000000000e+01
2.000000000000000000e+01,1.380000000000000000e+02
3.100000000000000000e+01,1.260000000000000000e+02
3.100000000000000000e+01,1.460000000000000000e+02
4.300000000000000000e+01,1.360000000000000000e+02
5.400000000000000000e+01,1.240000000000000000e+02
5.400000000000000000e+01,1.440000000000000000e+02
6.600000000000000000e+01,1.340000000000000000e+02
2.000000000000000000e+01,1.790000000000000000e+02
3.100000000000000000e+01,1.670000000000000000e+02
3.100000000000000000e+01,1.870000000000000000e+02
4.300000000000000000e+01,1.770000000000000000e+02
5.400000000000000000e+01,1.650000000000000000e+02
5.400000000000000000e+01,1.850000000000000000e+02
6.600000000000000000e+01,1.750000000000000000e+02
2.000000000000000000e+01,2.200000000000000000e+02
3.100000000000000000e+01,2.080000000000000000e+02
3.100000000000000000e+01,2.280000000000000000e+02
4.300000000000000000e+01,2.180000000000000000e+02
5.400000000000000000e+01,2.060000000000000000e+02
5.400000000000000000e+01,2.260000000000000000e+02
6.600000000000000000e+01,2.160000000000000000e+02
2.000000000000000000e+01,2.610000000000000000e+02
3.100000000000000000e+01,2.490000000000000000e+02
3.100000000000000000e+01,2.690000000000000000e+02
4.300000000000000000e+01,2.590000000000000000e+02
5.400000000000000000e+01,2.470000000000000000e+02
5.400000000000000000e+01,2.670000000000000000e+02
6.600000000000000000e+01,2.570000000000000000e+02
2.000000000000000000e+01,3.020000000000000000e+02
3.100000000000000000e+01,2.900000000000000000e+02
3.100000000000000000e+01,3.100000000000000000e+02
4.300000000000000000e+01,3.000000000000000000e+02
5.400000000000000000e+01,2.880000000000000000e+02
5.400000000000000000e+01,3.080000000000000000e+02
6.600000000000000000e+01,2.980000000000000000e+02
2.000000000000000000e+01,3.430000000000000000e+02
3.100000000000000000e+01,3.310000000000000000e+02
3.100000000000000000e+01,3.510000000000000000e+02
4.300000000000000000e+01,3.410000000000000000e+02
5.400000000000000000e+01,3.290000000000000000e+02
5.400000000000000000e+01,3.490000000000000000e+02
6.600000000000000000e+01,3.390000000000000000e+02
2.000000000000000000e+01,3.840000000000000000e+02
3.100000000000000000e+01,3.720000000000000000e+02
3.100000000000000000e+01,3.920000000000000000e+02
4.300000000000000000e+01,3.820000000000000000e+02
5.400000000000000000e+01,3.700000000000000000e+02
5.400000000000000000e+01,3.900000000000000000e+02
6.600000000000000000e+01,3.800000000000000000e+02
